style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Volatility,MP
48,2026-05-31,4507,JP3347200002,10070701W,,0.0011476036838595266,0.00098003323444641,,,,,,-0.0007826413815720446,,,,-0.0011074375549244432,-0.0018457292582074053,,0.0017578373887689573,-0.0008295412396437777,-0.0011596204763606737,-0.0008326598157326641,-0.0012729167297982106,-0.0012584517669595946,-0.00023562501168605175,-0.0007457491952353153,0.0006651276606152812,,,0.0029930744727687656,0.001942872903376216,-0.00046433440458047936,,,,,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,,,,0.0022148751098488863,0.0017037500844991435,0.0011300383213514727,0.0022148751098488863,,,,0.0013423485514235676,-0.0010301744696971564,-8.951368715565312e-05
49,2026-05-31,4519,JP3519400000,10044101W,,0.0011476036838595266,0.00098003323444641,0.0010547024332613745,,,,,0.00303407549294368,,,,-0.0011074375549244432,-0.0018457292582074053,-0.0005859457962563192,-0.0005375910460798267,-0.0008295412396437777,0.004520153285405891,-0.0008326598157326641,,-0.0012584517669595946,-0.00023562501168605175,-0.0007457491952353153,-0.001977567062365077,,,,,-0.00046433440458047936,-0.0006671310571833996,-0.0011535807863796283,,-0.0005738018419297633,,,,-0.00034934938641149627,-0.0003578150419788185,,,,-0.001118623792852973,-0.0005782963733286909,,-0.0007508051219826733,,,,-0.0006836034289657057,-0.0010301744696971564,-0.0003685726109009602
50,2026-05-31,4523,JP3160400002,10041801W,,-0.0003865401587868912,-0.00033206523386040276,,,,,,-0.0007826413815720446,,,,-0.0011074375549244432,-0.0018457292582074053,-0.0005859457962563192,0.0017578373887689573,-0.0008295412396437777,-0.0011596204763606737,-0.0008326598157326641,,,-0.00023562501168605175,-0.0007457491952353153,0.0006651276606152812,,,-0.0029930744727687656,-0.001942872903376216,0.0009190353152899943,-0.0006671310571833996,-0.0011535807863796283,-0.0010751820921596534,-0.0005738018419297633,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,,,,-0.001118623792852973,-0.0005782963733286909,,-0.0007508051219826733,,,,-0.0006836034289657057,,-0.0003963131373641671
51,2026-05-31,4543,JP3546800008,10214601W,,-0.0003865401587868912,-0.00033206523386040276,,,,,,-0.0007826413815720446,,,,,-0.0018457292582074053,0.0011300383213514727,-0.0005375910460798267,-0.0008295412396437777,-0.0011596204763606737,-0.0008326598157326641,,,-0.00023562501168605175,-0.0007457491952353153,-0.001977567062365077,,,,,,,,0.0010648438028119647,0.0011300383213514727,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,,,,-0.001118623792852973,,,-0.0007508051219826733,,,,,-0.0010301744696971564,-0.0003988940860400909
52,2026-05-31,4568,JP3475350009,10033601W,,-0.0003865401587868912,-0.00033206523386040276,,0.0010159977568114159,,,,-0.0007826413815720446,,,,-0.0011074375549244432,-0.0018457292582074053,,-0.0005375910460798267,-0.0008295412396437777,-0.0011596204763606737,-0.0008326598157326641,,,-0.00023562501168605175,-0.0007457491952353153,,,,-0.0029930744727687656,-0.001942872903376216,0.0009190353152899943,-0.0006671310571833996,-0.0011535807863796283,-0.0010751820921596534,-0.0005738018419297633,,,,0.0010301744696971564,0.0010547024332613745,,,,0.0022148751098488863,,0.0011300383213514727,0.0022148751098488863,,,,-0.0006836034289657057,,-0.00017378403222755758
53,2026-05-31,4578,JP3188220002,29628801W,,0.0011476036838595266,0.00098003323444641,0.0010547024332613745,,,,,-0.0007826413815720446,,,,,0.001830475297395774,-0.0005859457962563192,-0.0005375910460798267,-0.0008295412396437777,-0.0011596204763606737,-0.0008326598157326641,,,-0.00023562501168605175,-0.0007457491952353153,,,,,,,,,,,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,,,,0.0022148751098488863,0.0017037500844991435,,0.0022148751098488863,,,,,-0.0010301744696971564,0.00019173701859434176
54,2026-05-31,4612,JP3749400002,10189201W,,-0.0003865401587868912,-0.00033206523386040276,,,,0.0011416882009530342,,,-0.0006364583648991053,,-0.0009385064024783416,-0.0011074375549244432,0.001830475297395774,-0.0005859457962563192,-0.0005375910460798267,-0.0008295412396437777,,-0.0008326598157326641,,,-0.00023562501168605175,,,,,,,0.0009190353152899943,,,,,0.001925978356390336,,,,,-0.0003825345612865089,,,,0.0017037500844991435,,,,,,,,0.0001697382724929078
55,2026-05-31,4661,JP3198900007,21319301W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,-0.0005187061147187088,,-0.0003865401587868912,-0.0005607278759111105,-0.0007826413815720446,-0.0006364583648991053,,0.002734413715862823,,-0.0018457292582074053,-0.0005859457962563192,-0.0005375910460798267,-0.0008295412396437777,,0.001652891873021557,-0.0012729167297982106,-0.0012584517669595946,-0.00023562501168605175,-0.0007457491952353153,,,,,,-0.00046433440458047936,-0.0006671310571833996,-0.0011535807863796283,,-0.0005738018419297633,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,,-0.0003825345612865089,,,,,,,,,,,-0.0010301744696971564,-0.00038298190793204027
56,2026-05-31,4684,JP3173400007,22545601W,,-0.0003865401587868912,-0.00033206523386040276,,-0.0005187061147187088,,,0.0016406482295176937,-0.0007826413815720446,-0.0006364583648991053,,0.002734413715862823,0.0011019279153477047,,-0.0005859457962563192,,,-0.0011596204763606737,,-0.0012729167297982106,-0.0012584517669595946,-0.00023562501168605175,,,,,,,-0.00046433440458047936,,,,-0.0005738018419297633,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,,,,,,,-0.0010301744696971564,-0.00011620713781427247
57,2026-05-31,4689,JP3933800009,21450901W,,,,,0.0010159977568114159,,-0.0003865401587868912,0.0016406482295176937,,-0.0006364583648991053,,-0.0009385064024783416,-0.0011074375549244432,,,,-0.0008295412396437777,,-0.0008326598157326641,,,-0.00023562501168605175,,,,,,0.001942872903376216,0.0009190353152899943,,,,,,,,,,,,,,,,,,,,0.0013423485514235676,,7.849998174762004e-05
58,2026-05-31,4755,JP3967200001,23625901W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,,,-0.0003865401587868912,-0.0005607278759111105,-0.0007826413815720446,-0.0006364583648991053,,-0.0009385064024783416,-0.0011074375549244432,,,-0.0005375910460798267,-0.0008295412396437777,,0.001652891873021557,0.0012656429199136494,,-0.00023562501168605175,0.002171446186126359,,,,0.0029930744727687656,0.001942872903376216,0.0009190353152899943,-0.0006671310571833996,,-0.0010751820921596534,-0.0005738018419297633,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,,,,,,0.0013423485514235676,0.0010206797741239108,0.00010665442495459395
59,2026-05-31,4768,JP3188200004,23949801W,,0.0011476036838595266,,,-0.0005187061147187088,,0.0011416882009530342,-0.0005607278759111105,-0.0007826413815720446,-0.0006364583648991053,,-0.0009385064024783416,,-0.0018457292582074053,0.0011300383213514727,,,-0.0011596204763606737,,0.0012656429199136494,0.0012656429199136494,-0.00023562501168605175,,,,,,,0.0009190353152899943,0.001318378041576718,0.0011476036838595266,0.0010648438028119647,0.0011300383213514727,,,-0.00043772235372507634,,0.0010547024332613745,0.0014765834065659244,,,,,-0.0005798102381803368,,,,,,,-6.297962095576695e-06
60,2026-05-31,4901,JP3814000000,00492501W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,-0.0005187061147187088,,0.0011416882009530342,-0.0005607278759111105,-0.0007826413815720446,-0.0006364583648991053,,-0.0009385064024783416,,-0.0018457292582074053,,,,-0.0011596204763606737,,,,-0.00023562501168605175,,,,,,,0.0009190353152899943,-0.0006671310571833996,-0.0011535807863796283,,-0.0005738018419297633,,,-0.00043772235372507634,-0.00034934938641149627,,,,,,,,,,,,,,-0.00025146623321589125
61,2026-05-31,4911,JP3351600006,01934401W,,,0.00098003323444641,0.0010547024332613745,-0.0005187061147187088,,,,,,,,-0.0011074375549244432,-0.0018457292582074053,0.0011300383213514727,,,,-0.0008326598157326641,,,-0.00023562501168605175,-0.0007457491952353153,0.0006651276606152812,,,0.0029930744727687656,0.001942872903376216,-0.00046433440458047936,0.001318378041576718,0.0011476036838595266,0.0010648438028119647,0.0011300383213514727,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,-0.001118623792852973,-0.0005782963733286909,-0.0005798102381803368,-0.0007508051219826733,-0.0014107484776107557,-0.0022600766427029453,-0.0014382305908109652,0.0013423485514235676,,-0.0003113219283238222
62,2026-05-31,5016,JP3379550001,36616301W,,,0.00098003323444641,0.0010547024332613745,,,0.0011416882009530342,,,-0.0006364583648991053,,-0.0009385064024783416,,,-0.0005859457962563192,-0.0005375910460798267,,,-0.0008326598157326641,,,-0.00023562501168605175,,,,,,,-0.00046433440458047936,,,,,0.001925978356390336,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,,,,,-0.0005782963733286909,,,-0.0014107484776107557,-0.0022600766427029453,,,,-8.685696213992231e-05
63,2026-05-31,5019,JP3142500002,27944901W,,,,,,,-0.0003865401587868912,-0.0005607278759111105,,,0.0006382925388613506,,,,0.0011300383213514727,,,,,0.0012656429199136494,0.0012656429199136494,-0.00023562501168605175,,0.0006651276606152812,,,,0.001942872903376216,,,,0.0010648438028119647,0.0011300383213514727,-0.0006552884940381321,,,,,0.0014765834065659244,,,,,0.0011300383213514727,,,,,0.0013423485514235676,,0.00021491689302782747
64,2026-05-31,5020,JP3386450005,10015801W,,,,,0.0010159977568114159,,0.0011416882009530342,,,,0.0006382925388613506,,,,,,,,,0.0012656429199136494,0.0012656429199136494,-0.00023562501168605175,,0.0006651276606152812,,,,0.001942872903376216,,,-0.0011535807863796283,-0.0010751820921596534,-0.0005738018419297633,-0.0006552884940381321,,,,,-0.0003825345612865089,,,,,-0.0005798102381803368,,,,,,,9.83708983096423e-05
65,2026-05-31,5108,JP3830800003,10036901W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,0.0010159977568114159,,0.0011416882009530342,0.0016406482295176937,-0.0007826413815720446,-0.0006364583648991053,,,-0.0011074375549244432,0.001830475297395774,0.0011300383213514727,-0.0005375910460798267,,,-0.0008326598157326641,,,-0.00023562501168605175,-0.0007457491952353153,,,,0.0029930744727687656,0.001942872903376216,,,0.0011476036838595266,0.0010648438028119647,0.0011300383213514727,,,,0.0010301744696971564,0.0010547024332613745,0.0014765834065659244,,,,,,,,,,0.0013423485514235676,-0.0010301744696971564,0.0003532971763508947
66,2026-05-31,5201,JP3112000009,10025901W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,0.0010159977568114159,,0.0011416882009530342,,,,-0.001893055649443493,,,,-0.0005859457962563192,,,,,,,0.0009267259873844713,,-0.001977567062365077,,,,,-0.00046433440458047936,-0.0006671310571833996,,-0.0010751820921596534,0.0011300383213514727,,,0.0012952486022508108,0.0010301744696971564,0.0010547024332613745,,,,,,0.0011300383213514727,,,,,-0.0006836034289657057,,4.212646912610916e-05
67,2026-05-31,5401,JP3381000003,10015501W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,-0.0005187061147187088,,0.0011416882009530342,,,-0.0006364583648991053,,-0.0009385064024783416,,0.001830475297395774,,-0.0005375910460798267,,,-0.0008326598157326641,,,-0.00023562501168605175,,,,,,0.001942872903376216,-0.00046433440458047936,-0.0006671310571833996,-0.0011535807863796283,-0.0010751820921596534,-0.0005738018419297633,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,0.0017037500844991435,0.0011300383213514727,,0.002768593887311108,,,,,0.00017420683716900805
68,2026-05-31,5411,JP3386030005,25373801W,,-0.0003865401587868912,-0.00033206523386040276,,0.0010159977568114159,,-0.0003865401587868912,,,-0.0006364583648991053,,-0.0009385064024783416,,,,-0.0005375910460798267,,,-0.0008326598157326641,,,-0.00023562501168605175,,,,,,0.001942872903376216,-0.00046433440458047936,-0.0006671310571833996,,-0.0010751820921596534,-0.0005738018419297633,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,0.0017037500844991435,0.0011300383213514727,,0.002768593887311108,0.004429750219697773,,-0.0006836034289657057,,0.00013078940512778895
69,2026-05-31,5713,JP3402600005,10014501W,,0.0011476036838595266,0.00098003323444641,0.0010547024332613745,0.0010159977568114159,,-0.0003865401587868912,0.0016406482295176937,,-0.0006364583648991053,,-0.0009385064024783416,,-0.0018457292582074053,,-0.0005375910460798267,-0.0008295412396437777,,-0.0008326598157326641,,,-0.00023562501168605175,,,,,,,0.0009190353152899943,-0.0006671310571833996,-0.0011535807863796283,-0.0010751820921596534,-0.0005738018419297633,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,-0.0005782963733286909,,,-0.0014107484776107557,-0.0022600766427029453,,-0.0006836034289657057,,-0.0003171920207348714
70,2026-05-31,5802,JP3407400005,01941301W,,0.0011476036838595266,0.00098003323444641,0.0010547024332613745,,,0.0011416882009530342,0.0016406482295176937,-0.0007826413815720446,-0.0006364583648991053,,-0.0009385064024783416,-0.0011074375549244432,,,-0.0005375910460798267,,,-0.0008326598157326641,,,0.0009267259873844713,-0.0007457491952353153,,,,,,,,,,-0.0005738018419297633,0.001925978356390336,,,,,-0.0003825345612865089,,,,,,,,,,-0.0006836034289657057,,8.118366783283851e-05
71,2026-05-31,5803,JP3811000003,10271701W,,,0.00098003323444641,0.0010547024332613745,,,0.0011416882009530342,,,,,,,,0.0011300383213514727,,,,,0.0012656429199136494,,0.0009267259873844713,,0.0006651276606152812,,,,,,,,,,0.001925978356390336,,0.0012952486022508108,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,,,,,,-0.0006836034289657057,-0.0010301744696971564,0.00014011321088562575
72,2026-05-31,6,HK0006000050,01659001W,,,,,,,-0.0003865401587868912,-0.0005607278759111105,,,0.0006382925388613506,,,,,,,,,-0.0012729167297982106,-0.0012584517669595946,0.0009267259873844713,,0.0006651276606152812,,-0.0010857230930631796,,,-0.00046433440458047936,,,,,0.001925978356390336,,-0.00043772235372507634,,-0.0003578150419788185,,,,,-0.0005782963733286909,,-0.0007508051219826733,-0.0014107484776107557,-0.0022600766427029453,,,-0.0010301744696971564,-0.00019410146210391266
73,2026-05-31,6098,JP3970300004,31851001W,,0.0011476036838595266,0.00098003323444641,,0.0010159977568114159,,-0.0003865401587868912,,,,0.0006382925388613506,,,,,,,,,0.0012656429199136494,,-0.00023562501168605175,,0.0006651276606152812,,,,,,0.001318378041576718,0.0011476036838595266,,,0.001925978356390336,,0.0012952486022508108,,,-0.0003825345612865089,,,,,0.0011300383213514727,,,,,0.0013423485514235676,-0.0010301744696971564,0.0002262643326558
74,2026-05-31,6146,JP3548600000,20149101W,,,,0.0010547024332613745,,,-0.0003865401587868912,-0.0005607278759111105,0.00303407549294368,0.0024339286921416336,,,0.0011019279153477047,,0.0011300383213514727,,,0.004520153285405891,,,,-0.00023562501168605175,,,,,,,-0.00046433440458047936,,-0.0011535807863796283,,-0.0005738018419297633,,,,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,,,,,,,-0.0010301744696971564,2.195085957612587e-05
75,2026-05-31,6178,JP3752900005,32061101W,,,,,,,0.0011416882009530342,0.0016406482295176937,,,0.0006382925388613506,,,,,0.0017578373887689573,-0.0008295412396437777,,,,,-0.00023562501168605175,,,,-0.0010857230930631796,,,0.0009190353152899943,,,0.0010648438028119647,0.0011300383213514727,,,,0.0010301744696971564,0.0010547024332613745,,,,,0.0017037500844991435,,-0.0007508051219826733,0.002768593887311108,,,,0.0010206797741239108,0.000263441072094369
76,2026-05-31,6273,JP3162600005,20812401W,,,,0.0010547024332613745,-0.0005187061147187088,,-0.0003865401587868912,,,,-0.001893055649443493,,,,0.0011300383213514727,,,,,-0.0012729167297982106,-0.0012584517669595946,-0.00023562501168605175,,-0.001977567062365077,,,,,-0.00046433440458047936,0.001318378041576718,0.0011476036838595266,0.0010648438028119647,0.0011300383213514727,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,,,,,,-0.0005798102381803368,,,,,-0.0006836034289657057,-0.0010301744696971564,-0.00022178329595909428
77,2026-05-31,6301,JP3304200003,00649401W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,-0.0005187061147187088,,0.0011416882009530342,,,,,,,,0.0011300383213514727,,,,,,,-0.00023562501168605175,,,,,,,,,,,,-0.0006552884940381321,,,,,0.0014765834065659244,,,,,-0.0005798102381803368,,,,,-0.0006836034289657057,-0.0010301744696971564,-3.5802618115273064e-05
78,2026-05-31,6326,JP3266400005,00650601W,,0.0011476036838595266,0.00098003323444641,0.0010547024332613745,-0.0005187061147187088,,0.0011416882009530342,,,,0.0006382925388613506,,,,,,,,,,,-0.00023562501168605175,,,,,,,-0.00046433440458047936,,,0.0010648438028119647,0.0011300383213514727,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,0.0014765834065659244,,,,,-0.0005798102381803368,,,,,,,8.417848077959659e-05
79,2026-05-31,6361,JP3166000004,10040801W,,,,,-0.0005187061147187088,,-0.0003865401587868912,,,,-0.001893055649443493,,,,0.0011300383213514727,,,,,,,-0.00023562501168605175,,-0.001977567062365077,,,,,,-0.0006671310571833996,-0.0011535807863796283,-0.0010751820921596534,-0.0005738018419297633,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,-0.0005798102381803368,,,,,-0.0006836034289657057,,-0.00021497068761512642
80,2026-05-31,6367,JP3481800005,10113801W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,-0.0005187061147187088,,0.0011416882009530342,,,,-0.001893055649443493,,,,0.0011300383213514727,,,,,,,-0.00023562501168605175,,,,,,,0.0009190353152899943,,,0.0010648438028119647,0.0011300383213514727,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,,0.0014765834065659244,,,,,,,,,,,-0.0010301744696971564,4.651123751616149e-06
81,2026-05-31,6383,JP3497400006,10224501W,,,,,-0.0005187061147187088,,,,,,,,,,-0.0005859457962563192,,,,,,,-0.00023562501168605175,,0.0006651276606152812,,,,,-0.00046433440458047936,-0.0006671310571833996,-0.0011535807863796283,-0.0010751820921596534,-0.0005738018419297633,0.001925978356390336,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,-0.0005798102381803368,,,,,-0.0006836034289657057,-0.0010301744696971564,-9.18299664320843e-05
82,2026-05-31,6479,JP3906000009,01900201W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,0.0010159977568114159,,,,,,-0.001893055649443493,,,,-0.0005859457962563192,,,,,,,-0.00023562501168605175,,,,,,,0.0009190353152899943,,,0.0010648438028119647,0.0011300383213514727,0.001925978356390336,,-0.00043772235372507634,,,0.0014765834065659244,,,,,,,,,,,,8.301563529782334e-05
