style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Price Momentum,Valuation,Volatility,MP
396,2026-07-31,601225 CH Equity,CNE100001T64,31705701W,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00980392156862745,-0.0005147944241244311
397,2026-07-31,601229 CH Equity,CNE100002FM5,32288601W,,,,,,0.008264462809917356,,,,,,0.024390243902439025,-0.013157894736842105,,,-0.012658227848101266,,0.0045871559633027525,0.01098901098901099,,,,,,,,,-0.00980392156862745,1.1716709801701784e-05
398,2026-07-31,601231 CH Equity,CNE100001BZ8,31164401W,,,,,,0.008264462809917356,,,,,,,0.012987012987012988,0.011627906976744186,,0.00423728813559322,,0.0045871559633027525,,,,,,,,0.017857142857142856,0.0064516129032258064,0.0024752475247524753,0.0018801950007392657
399,2026-07-31,601233 CH Equity,CNE1000012X7,29730101W,,0.009900990099009901,,0.01020408163265306,,,,,-0.015151515151515152,-0.02040816326530612,,,,,,,,,,,,,,,,,,0.0024752475247524753,-0.0012588455829385158
400,2026-07-31,601238 CH Equity,CNE100001NQ2,29526303W,-0.010526315789473684,-0.01,-0.010638297872340425,-0.010309278350515464,0.014492753623188406,,,,,,,-0.02564102564102564,-0.013157894736842105,-0.011627906976744186,,-0.012658227848101266,0.0625,-0.013513513513513514,,,,,,-0.017857142857142856,,,-0.01282051282051282,0.0024752475247524753,-0.0018926674504925417
401,2026-07-31,601288 CH Equity,CNE100000RJ0,26978301W,0.010101010101010102,0.009900990099009901,,0.01020408163265306,0.014492753623188406,0.008264462809917356,,,,,,,-0.013157894736842105,,,0.00423728813559322,,,,,,,,,,,,0.0024752475247524753,0.0021261179182619017
402,2026-07-31,601318 CH Equity,CNE000001R84,16070902W,,,,,,,,,,,0.01694915254237288,0.024390243902439025,0.012987012987012988,,,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,0.008771929824561403,,,,,,,,0.0024752475247524753,0.0017225685279461198
403,2026-07-31,601319 CH Equity,CNE100003F27,31421406W,,0.009900990099009901,,0.01020408163265306,0.014492753623188406,0.008264462809917356,,,,,,,0.012987012987012988,,,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,,,,,,,,,0.0024752475247524753,0.002876230102328712
404,2026-07-31,601328 CH Equity,CNE1000000S2,26746202W,,,,,,,,,,,-0.017241379310344827,-0.02564102564102564,-0.013157894736842105,,,-0.012658227848101266,,0.0045871559633027525,-0.02127659574468085,,,,,,,,,-0.00980392156862745,-0.002124053034354698
405,2026-07-31,601336 CH Equity,CNE1000019Y0,31039501W,0.010101010101010102,-0.01,,-0.010309278350515464,0.014492753623188406,0.008264462809917356,,,,,,,,,,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,,,,,,,,,0.0024752475247524753,0.001400698434486001
406,2026-07-31,601360 CH Equity,CNE100002RZ2,18671701W,,,,,,0.008264462809917356,,,,,,,-0.013157894736842105,,,-0.012658227848101266,,-0.013513513513513514,,,,,0.01282051282051282,0.017857142857142856,,,,0.0024752475247524753,0.001531580591677211
407,2026-07-31,601377 CH Equity,CNE100000V95,29537901W,,-0.01,,,,,,,,,,,,,,0.00423728813559322,,,,0.008771929824561403,0.014084507042253521,,,,,,,0.0024752475247524753,0.000603467352871141
408,2026-07-31,601390 CH Equity,CNE100000866,28731101W,-0.010526315789473684,-0.01,,-0.010309278350515464,,,-0.014285714285714285,,,,-0.017241379310344827,,,0.011627906976744186,,0.00423728813559322,,0.0045871559633027525,,,0.014084507042253521,,,,,-0.02040816326530612,,0.0024752475247524753,-0.0012398792612201915
409,2026-07-31,601398 CH Equity,CNE000001P37,27937802W,,,,,0.014492753623188406,,,,,,,,-0.013157894736842105,,,0.00423728813559322,,-0.013513513513513514,-0.02127659574468085,,,,,,,,,-0.00980392156862745,-0.0006213674152890541
410,2026-07-31,601456 CH Equity,CNE1000041D8,32001602W,,,,,,,,,,,0.01694915254237288,,0.012987012987012988,,,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,-0.017241379310344827,,,,,,,,0.0024752475247524753,0.0006099866250478202
411,2026-07-31,601555 CH Equity,CNE1000019P8,31039601W,-0.010526315789473684,-0.01,,,,,,,,,,,,,,0.00423728813559322,,,,0.008771929824561403,0.014084507042253521,,,,,,,0.0024752475247524753,0.0004401485899702486
412,2026-07-31,601567 CH Equity,CNE100001567,29812601W,-0.010526315789473684,,,-0.010309278350515464,,,,,,0.021739130434782608,,,,,,,,,,0.008771929824561403,,,,0.017857142857142856,,,0.0064516129032258064,-0.00980392156862745,0.0021948269339017996
413,2026-07-31,601577 CH Equity,CNE100003F50,32832601W,,,,,0.014492753623188406,0.008264462809917356,,,,,,-0.02564102564102564,-0.013157894736842105,,,,,0.0045871559633027525,,,0.014084507042253521,,,,,,,0.0024752475247524753,0.001375907856859163
414,2026-07-31,601600 CH Equity,CNE1000000T0,14635202W,0.010101010101010102,-0.01,,-0.010309278350515464,,,,0.015873015873015872,0.014925373134328358,,,,,,,,,,,,,,,,,,,0.0024752475247524753,0.0011220256583752027
415,2026-07-31,601601 CH Equity,CNE1000008M8,28768601W,0.010101010101010102,,,,0.014492753623188406,0.008264462809917356,,,,,,,0.012987012987012988,,,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,0.008771929824561403,,,,,,,,0.0024752475247524753,0.0026036242520100766
416,2026-07-31,601607 CH Equity,CNE000000C82,26012601W,,0.009900990099009901,0.010869565217391304,0.01020408163265306,0.014492753623188406,,,,,,,0.024390243902439025,,0.011627906976744186,0.011627906976744186,,,,0.01098901098901099,,,,,,,,0.0064516129032258064,0.0024752475247524753,0.003563277494376855
417,2026-07-31,601611 CH Equity,CNE100002896,32174201W,-0.010526315789473684,-0.01,-0.010638297872340425,-0.010309278350515464,0.014492753623188406,,-0.014285714285714285,,,,-0.017241379310344827,,-0.013157894736842105,0.011627906976744186,,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,-0.017241379310344827,0.014084507042253521,,,,,,-0.01282051282051282,0.0024752475247524753,-0.0012158347465276473
418,2026-07-31,601615 CH Equity,CNE100003HQ0,33080601W,,-0.01,-0.010638297872340425,-0.010309278350515464,0.014492753623188406,,,,,-0.02040816326530612,,,,,-0.011627906976744186,,,0.0045871559633027525,,-0.017241379310344827,-0.027777777777777776,,,,,-0.02040816326530612,-0.01282051282051282,0.0024752475247524753,-0.0038878546520701336
419,2026-07-31,601618 CH Equity,CNE100000FX6,29267601W,-0.010526315789473684,,,-0.010309278350515464,,,,,,0.021739130434782608,-0.017241379310344827,,,,,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,0.008771929824561403,0.014084507042253521,,,,,,0.0064516129032258064,0.0024752475247524753,0.0022937542003750025
420,2026-07-31,601628 CH Equity,CNE000001Q93,25950302W,,0.009900990099009901,,0.01020408163265306,0.014492753623188406,0.008264462809917356,,,,,,,0.012987012987012988,,,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,,,,,,,,,-0.00980392156862745,0.0022314628285491026
421,2026-07-31,601658 CH Equity,CNE100003PZ4,32249402W,,,,,,0.008264462809917356,,,,,,,,,,0.00423728813559322,,0.0045871559633027525,,,,,,,,,,0.0024752475247524753,0.0006777123386451257
422,2026-07-31,601665 CH Equity,CNE100005154,34857501W,-0.010526315789473684,-0.01,,-0.010309278350515464,,0.008264462809917356,,,,,,,-0.013157894736842105,,,-0.012658227848101266,,,,,0.014084507042253521,,,,,,,0.0024752475247524753,-0.0005214334994706842
423,2026-07-31,601668 CH Equity,CNE100000F46,29243101W,-0.010526315789473684,-0.01,,-0.010309278350515464,-0.014705882352941176,,-0.014285714285714285,,,,-0.017241379310344827,,,,,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,,0.014084507042253521,,,,,,,0.0024752475247524753,-0.0016478626366369987
424,2026-07-31,601669 CH Equity,CNE1000017G1,30319701W,,,-0.010638297872340425,-0.010309278350515464,,,-0.014285714285714285,,,,,,,0.011627906976744186,0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,0.008771929824561403,0.014084507042253521,,,,,,,-0.00980392156862745,-0.0005122369857919135
425,2026-07-31,601688 CH Equity,CNE100000LQ8,29404801W,0.010101010101010102,,,,,-0.016666666666666666,,,,,-0.017241379310344827,,,,,0.00423728813559322,,,,,-0.027777777777777776,,,,,,,0.0024752475247524753,-0.0013679634244718976
426,2026-07-31,601689 CH Equity,CNE1000023J3,31939401W,,,-0.010638297872340425,,0.014492753623188406,,,0.015873015873015872,0.014925373134328358,,,,,,,,,,,,,,,,,,,0.0024752475247524753,0.0022720974603818896
427,2026-07-31,601696 CH Equity,CNE100003R64,33709101W,,,,,,-0.016666666666666666,,,,,-0.017241379310344827,0.024390243902439025,,,,0.00423728813559322,,,,0.008771929824561403,,,,,,,,0.0024752475247524753,-6.375836176733866e-05
428,2026-07-31,601698 CH Equity,CNE100003PX9,33276601W,,,,,,,,,,,,,,,,,,,-0.02127659574468085,0.008771929824561403,-0.027777777777777776,-0.1,,,,,-0.01282051282051282,0.0024752475247524753,-0.006352355902778873
429,2026-07-31,601699 CH Equity,CNE000001NT7,27871801W,,0.009900990099009901,,0.01020408163265306,,,,,,,,,,-0.011627906976744186,,,,,,,,-0.1,-0.02564102564102564,,,,,0.0024752475247524753,-0.005488486157217942
430,2026-07-31,601717 CH Equity,CNE100000S58,29504101W,,,,,,,,,,,-0.017241379310344827,,0.012987012987012988,,,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,,0.014084507042253521,,,,,,0.0064516129032258064,0.0024752475247524753,0.0014068228838604057
431,2026-07-31,601727 CH Equity,CNE100000D55,27283602W,0.010101010101010102,0.009900990099009901,,0.01020408163265306,,,,,,,0.01694915254237288,,-0.013157894736842105,,-0.011627906976744186,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,0.008771929824561403,-0.027777777777777776,,,,,,0.0064516129032258064,0.0024752475247524753,0.0009438859301465821
432,2026-07-31,601728 CH Equity,CNE100004QG0,25433805W,,,,,,,-0.014285714285714285,,-0.015151515151515152,,,,,,,,,,,0.008771929824561403,,,,,0.05,,0.0064516129032258064,0.0024752475247524753,0.00019716166785189478
433,2026-07-31,601766 CH Equity,CNE100000CP9,28945301W,,0.009900990099009901,0.010869565217391304,0.01020408163265306,,,,,,,,,,0.011627906976744186,0.011627906976744186,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,,,,,0.017857142857142856,,,0.0064516129032258064,0.0024752475247524753,0.0037547423771585662
434,2026-07-31,601777 CH Equity,CNE100000X10,29587201W,,,,,,,,,,,0.01694915254237288,,-0.013157894736842105,-0.011627906976744186,-0.011627906976744186,0.00423728813559322,-0.06666666666666667,,,0.008771929824561403,,,,,,,,-0.00980392156862745,-0.0023302967638597514
435,2026-07-31,601788 CH Equity,CNE100000FD8,29246801W,,,,,,-0.016666666666666666,,,,,,0.024390243902439025,,,,0.00423728813559322,,,,,-0.027777777777777776,,,,,,,0.0024752475247524753,-0.0009542679423516721
436,2026-07-31,601799 CH Equity,CNE1000011H2,29652801W,0.010101010101010102,,,,,,0.014285714285714285,-0.016129032258064516,-0.015151515151515152,,-0.017241379310344827,,,,,0.00423728813559322,,0.0045871559633027525,,,,,,,,,0.0064516129032258064,0.0024752475247524753,-0.00031220107300989784
437,2026-07-31,601800 CH Equity,CNE100001FN5,28200502W,-0.010526315789473684,-0.01,,-0.010309278350515464,,,-0.014285714285714285,,,,-0.017241379310344827,,-0.013157894736842105,0.011627906976744186,0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,-0.017241379310344827,,,,,,-0.02040816326530612,,0.0024752475247524753,-0.0021900694416058814
438,2026-07-31,601816 CH Equity,CNE100003RV9,33678201W,,,0.010869565217391304,,,,,,,,,,-0.013157894736842105,,,-0.012658227848101266,,-0.013513513513513514,0.01098901098901099,0.008771929824561403,,,,,,,0.0064516129032258064,-0.00980392156862745,-0.00017878325431653502
439,2026-07-31,601818 CH Equity,CNE100000SL4,26978401W,-0.010526315789473684,-0.01,,-0.010309278350515464,,,,,,,,-0.02564102564102564,-0.013157894736842105,,,-0.012658227848101266,,,,,,,,,,,,0.0024752475247524753,-0.0016398004369271484
440,2026-07-31,601825 CH Equity,CNE100004QD7,31861901W,,,,,,0.008264462809917356,,,,,,,,,,0.00423728813559322,,,,,,,,,,,,0.0024752475247524753,0.0005609731236897915
441,2026-07-31,601838 CH Equity,CNE100002SN6,32652701W,-0.010526315789473684,,,-0.010309278350515464,-0.014705882352941176,0.008264462809917356,,,,,,,,,,0.00423728813559322,,-0.013513513513513514,,,0.014084507042253521,,,,,,,-0.00980392156862745,-0.001499574093155692
442,2026-07-31,601857 CH Equity,CNE1000007Q1,13387003W,,,,,,,,,,,,,,0.011627906976744186,0.011627906976744186,,,,,,,,0.01282051282051282,,-0.1,,,0.0024752475247524753,-0.0005480526933837189
443,2026-07-31,601868 CH Equity,CNE100004QL0,32082704W,-0.010526315789473684,-0.01,-0.010638297872340425,-0.010309278350515464,,,-0.014285714285714285,,,-0.02040816326530612,,,,0.011627906976744186,0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,-0.017241379310344827,0.014084507042253521,,,,,0.017857142857142856,-0.01282051282051282,-0.00980392156862745,-0.003282150216066648
444,2026-07-31,601869 CH Equity,CNE1000036B2,31877303W,0.010101010101010102,0.009900990099009901,0.010869565217391304,0.01020408163265306,,-0.016666666666666666,,0.015873015873015872,,,,,,0.011627906976744186,0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,,,,,,,,,-0.00980392156862745,0.0015041838098104646
445,2026-07-31,601872 CH Equity,CNE000001PQ8,28153901W,-0.010526315789473684,-0.01,,,-0.014705882352941176,,,,,,,,,,,,,,,,,,,,0.05,,,0.0024752475247524753,-0.00041498555340662726
446,2026-07-31,601877 CH Equity,CNE100000KD8,29373001W,,,-0.010638297872340425,,,,-0.014285714285714285,,,0.021739130434782608,,,,,,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,0.008771929824561403,-0.027777777777777776,,,,,,0.0064516129032258064,0.0024752475247524753,0.0007414259165785815
447,2026-07-31,601878 CH Equity,CNE100002R65,32478801W,-0.010526315789473684,,,,,-0.016666666666666666,,,,,0.01694915254237288,,,,,0.00423728813559322,,,,,-0.027777777777777776,,,,,,,0.0024752475247524753,-0.0012230745387026482
448,2026-07-31,601881 CH Equity,CNE100002FG7,31539405W,-0.010526315789473684,,,,-0.014705882352941176,-0.016666666666666666,,,,,-0.017241379310344827,,,,,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,,,,,,,,,0.0024752475247524753,-0.0013842931890957555
449,2026-07-31,601888 CH Equity,CNE100000G29,29278401W,0.010101010101010102,,,,,,,,,,-0.017241379310344827,,,-0.011627906976744186,-0.011627906976744186,,,,,,,,,,,,,-0.00980392156862745,-0.001062371900611587
450,2026-07-31,601899 CH Equity,CNE100000B24,25954302W,,,,,,,,-0.016129032258064516,-0.015151515151515152,,,,,,,,,,,,,,,,,,,0.0024752475247524753,-0.0014275908483984755
451,2026-07-31,601901 CH Equity,CNE1000015Y8,29838601W,,,,,,-0.016666666666666666,,,,,0.01694915254237288,,,,,0.00423728813559322,,,,-0.017241379310344827,,,,,,,,0.0024752475247524753,-0.0007114125909895895
452,2026-07-31,601919 CH Equity,CNE100000601,27324002W,,0.009900990099009901,0.010869565217391304,0.01020408163265306,,,,,,0.021739130434782608,,,,-0.011627906976744186,-0.011627906976744186,,,,-0.02127659574468085,0.008771929824561403,0.014084507042253521,,,0.017857142857142856,,-0.02040816326530612,0.0064516129032258064,0.0024752475247524753,0.0033199174829509513
453,2026-07-31,601933 CH Equity,CNE100000XX9,29598701W,,-0.01,,,0.014492753623188406,0.008264462809917356,,,,,,,0.012987012987012988,,,0.00423728813559322,,0.0045871559633027525,,0.008771929824561403,0.014084507042253521,,-0.02564102564102564,,,,-0.01282051282051282,,0.00010392582528318766
454,2026-07-31,601939 CH Equity,CNE100000742,27436402W,0.010101010101010102,,,0.01020408163265306,,0.008264462809917356,,,,,,,-0.013157894736842105,,,,,-0.013513513513513514,,,,,,,,,,-0.00980392156862745,-0.000255409006174451
455,2026-07-31,601958 CH Equity,CNE1000009Y1,28865301W,-0.010526315789473684,,,,-0.014705882352941176,,,-0.016129032258064516,,,,,,,,,,,,,,,,,,,,0.0024752475247524753,-0.0018025190088551165
456,2026-07-31,601985 CH Equity,CNE1000022N7,31983201W,,,-0.010638297872340425,,,,,,,,0.01694915254237288,-0.02564102564102564,,,,,,0.0045871559633027525,,0.008771929824561403,,,,,,,-0.01282051282051282,,-0.0007136158549620824
457,2026-07-31,601988 CH Equity,CNE000001N05,26746102W,,,,0.01020408163265306,,,,,,,,-0.02564102564102564,,,,,,0.0045871559633027525,-0.02127659574468085,,,,,,,,,-0.00980392156862745,-0.0009695535842781258
458,2026-07-31,601990 CH Equity,CNE1000031R9,32741601W,,,,,,-0.016666666666666666,,,,,-0.017241379310344827,,,,,,,,,-0.017241379310344827,,,,,,,,0.0024752475247524753,-0.0012797842659090291
459,2026-07-31,601991 CH Equity,CNE000001Q02,21350202W,,0.009900990099009901,,0.01020408163265306,-0.014705882352941176,0.008264462809917356,,0.015873015873015872,0.014925373134328358,,,,,,,0.00423728813559322,0.0625,0.0045871559633027525,,0.008771929824561403,,,0.01282051282051282,,0.05,,0.0064516129032258064,,0.0055836251945749135
460,2026-07-31,601995 CH Equity,CNE1000048J0,32067606W,0.010101010101010102,0.009900990099009901,,0.01020408163265306,-0.014705882352941176,,,,,,,0.024390243902439025,,,,0.00423728813559322,,,,0.008771929824561403,,,,,,,,0.0024752475247524753,0.0007018063639469497
461,2026-07-31,601998 CH Equity,CNE1000000R4,28445801W,,,,,,0.008264462809917356,,,,,,-0.02564102564102564,,,,0.00423728813559322,,0.0045871559633027525,-0.02127659574468085,,,,,,,,,-0.00980392156862745,-0.0009035746572578813
462,2026-07-31,603019 CH Equity,CNE100001TW7,31862501W,,,0.010869565217391304,,,,0.014285714285714285,,,,,,,0.011627906976744186,0.011627906976744186,,,,,,,,0.01282051282051282,0.017857142857142856,,,,0.0024752475247524753,0.003598703515928304
463,2026-07-31,603083 CH Equity,CNE100002TS3,32590301W,,,,,,,,,,,,,,,,0.00423728813559322,,0.0045871559633027525,,,,,0.01282051282051282,,,0.017857142857142856,-0.01282051282051282,0.0024752475247524753,0.000866396241524954
464,2026-07-31,603119 CH Equity,CNE100006M74,35806301W,,,,,,,0.014285714285714285,,,0.021739130434782608,,,,,,-0.012658227848101266,,-0.013513513513513514,-0.02127659574468085,,,,,0.017857142857142856,,,,,0.0020976984628359313
465,2026-07-31,603160 CH Equity,CNE100002G84,32266101W,-0.010526315789473684,,-0.010638297872340425,-0.010309278350515464,,0.008264462809917356,0.014285714285714285,,,,,,,-0.011627906976744186,,,,,,,,,0.01282051282051282,0.017857142857142856,,,0.0064516129032258064,-0.00980392156862745,0.0016502387535375232
466,2026-07-31,603179 CH Equity,CNE100002YB9,32373801W,,,0.010869565217391304,,-0.014705882352941176,,,0.015873015873015872,0.014925373134328358,,0.01694915254237288,,,,,0.00423728813559322,0.0625,0.0045871559633027525,,-0.017241379310344827,,,,,,,,0.0024752475247524753,0.0025739394933920415
467,2026-07-31,603228 CH Equity,CNE100002FZ7,32325201W,,,,,,,,0.015873015873015872,0.014925373134328358,,,,,0.011627906976744186,0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,,,,0.01282051282051282,0.017857142857142856,,,0.0064516129032258064,0.0024752475247524753,0.004635967730058725
468,2026-07-31,603259 CH Equity,CNE1000031K4,32714001W,0.010101010101010102,0.009900990099009901,0.010869565217391304,0.01020408163265306,-0.014705882352941176,0.008264462809917356,,,,,0.01694915254237288,,,,,,,,,-0.017241379310344827,,,,,,,,0.0024752475247524753,0.00040618648782281394
469,2026-07-31,603260 CH Equity,CNE100002V10,32572201W,,-0.01,-0.010638297872340425,-0.010309278350515464,,,,,,,,,,-0.011627906976744186,-0.011627906976744186,,,,,,,,,,,,,-0.00980392156862745,-0.0020375373117048376
470,2026-07-31,603288 CH Equity,CNE100001SL2,31713601W,0.010101010101010102,,,,,0.008264462809917356,,,,-0.02040816326530612,,,,,,,,,,,0.014084507042253521,,0.01282051282051282,,,,-0.01282051282051282,,-0.0003046962397220095
471,2026-07-31,603290 CH Equity,CNE100003RN6,33688801W,-0.010526315789473684,-0.01,-0.010638297872340425,-0.010309278350515464,,,,-0.016129032258064516,-0.015151515151515152,,,,,,,-0.012658227848101266,,,,,,,-0.02564102564102564,,,,,0.0024752475247524753,-0.004357865536662305
472,2026-07-31,603296 CH Equity,CNE100006M82,35777801W,,,-0.010638297872340425,-0.010309278350515464,,0.008264462809917356,,,,,,,0.012987012987012988,0.011627906976744186,,0.00423728813559322,,0.0045871559633027525,,,,,0.01282051282051282,,,-0.02040816326530612,,,0.0005014962784476062
473,2026-07-31,603298 CH Equity,CNE100002FY0,32317601W,,,,,,,,,,,,,0.012987012987012988,,,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,,,,,0.017857142857142856,,,0.0064516129032258064,0.0024752475247524753,0.0024741243494811843
474,2026-07-31,603308 CH Equity,CNE100001SN8,31699001W,,,,,,,-0.014285714285714285,,,,,,-0.013157894736842105,0.011627906976744186,0.011627906976744186,-0.012658227848101266,,-0.013513513513513514,-0.02127659574468085,-0.017241379310344827,,,,,,,-0.01282051282051282,0.0024752475247524753,-0.0026755585741562193
475,2026-07-31,603338 CH Equity,CNE1000023M7,31944801W,,,,,0.014492753623188406,,0.014285714285714285,,,,,,,,,-0.012658227848101266,,-0.013513513513513514,,,,,,,,,0.0064516129032258064,0.0024752475247524753,0.0014132012806462888
476,2026-07-31,603345 CH Equity,CNE100002YQ7,32356401W,0.010101010101010102,0.009900990099009901,0.010869565217391304,0.01020408163265306,0.014492753623188406,,,,-0.015151515151515152,-0.02040816326530612,,,,,,0.00423728813559322,,0.0045871559633027525,,0.008771929824561403,0.014084507042253521,,-0.02564102564102564,,,,0.0064516129032258064,,-8.244660361374939e-05
477,2026-07-31,603369 CH Equity,CNE100001TH8,31795301W,,,-0.010638297872340425,,-0.014705882352941176,0.008264462809917356,,,,,,-0.02564102564102564,-0.013157894736842105,,,-0.012658227848101266,,-0.013513513513513514,-0.02127659574468085,-0.017241379310344827,-0.027777777777777776,,,,,,0.0064516129032258064,,-0.003908347129364605
478,2026-07-31,603392 CH Equity,CNE100004090,33814901W,0.010101010101010102,,,,0.014492753623188406,-0.016666666666666666,,,,,,-0.02564102564102564,,-0.011627906976744186,-0.011627906976744186,,,,-0.02127659574468085,0.008771929824561403,,,,,,-0.02040816326530612,-0.01282051282051282,0.0024752475247524753,-0.001659805074034734
479,2026-07-31,603486 CH Equity,CNE1000031N8,32732601W,,,,,,,,,,,,,0.012987012987012988,-0.011627906976744186,-0.011627906976744186,0.00423728813559322,-0.06666666666666667,0.0045871559633027525,,,,,,,,-0.02040816326530612,0.0064516129032258064,0.0024752475247524753,-0.0017527278259598703
480,2026-07-31,603501 CH Equity,CNE100002XM8,32414701W,-0.010526315789473684,-0.01,-0.010638297872340425,-0.010309278350515464,,0.008264462809917356,,-0.016129032258064516,-0.015151515151515152,,,,,-0.011627906976744186,-0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,,,,0.01282051282051282,,,,0.0064516129032258064,0.0024752475247524753,-0.0015539819465899038
481,2026-07-31,603516 CH Equity,CNE100002SP1,32649601W,,,,,,-0.016666666666666666,0.014285714285714285,,,,,,-0.013157894736842105,,,-0.012658227848101266,,-0.013513513513513514,,,,,0.01282051282051282,0.017857142857142856,,,-0.01282051282051282,0.0024752475247524753,0.0005921192488367834
482,2026-07-31,603568 CH Equity,CNE1000023N5,31977701W,,-0.01,-0.010638297872340425,-0.010309278350515464,,,,,,0.021739130434782608,,,-0.013157894736842105,,,-0.012658227848101266,,-0.013513513513513514,-0.02127659574468085,0.008771929824561403,,,,0.017857142857142856,,0.017857142857142856,0.0064516129032258064,-0.00980392156862745,0.0006203528932153766
483,2026-07-31,603596 CH Equity,CNE1000030Y7,32709701W,,0.009900990099009901,,0.01020408163265306,,,-0.014285714285714285,-0.016129032258064516,-0.015151515151515152,,-0.017241379310344827,,,,0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,-0.017241379310344827,,,,,,,,0.0024752475247524753,-0.0016807432236519049
484,2026-07-31,603605 CH Equity,CNE100002TP9,32595101W,,,,,-0.014705882352941176,,,,,0.021739130434782608,,,0.012987012987012988,,,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,,0.014084507042253521,,0.01282051282051282,,,,,,0.0023269826778481665
485,2026-07-31,603606 CH Equity,CNE100001T23,31851701W,,,,,,,,,,,-0.017241379310344827,,0.012987012987012988,-0.011627906976744186,,0.00423728813559322,,0.0045871559633027525,,,-0.027777777777777776,,,,,-0.02040816326530612,,-0.00980392156862745,-0.0018608156871308063
486,2026-07-31,603659 CH Equity,CNE100002TX3,32579001W,,,,,0.014492753623188406,,,0.015873015873015872,0.014925373134328358,,,,,,,,,,,,,,,,,,,0.0024752475247524753,0.002626760189834594
487,2026-07-31,603799 CH Equity,CNE100001VW3,31912901W,0.010101010101010102,0.009900990099009901,,0.01020408163265306,,,,,,-0.02040816326530612,,,,,,0.00423728813559322,,0.0045871559633027525,-0.02127659574468085,-0.017241379310344827,-0.027777777777777776,,,-0.017857142857142856,,0.017857142857142856,,0.0024752475247524753,-0.0029191919071867075
488,2026-07-31,603806 CH Equity,CNE100001VX1,31833601W,,,,,,,,,-0.015151515151515152,,,,,,,,,0.0045871559633027525,,,,,0.01282051282051282,,,,0.0064516129032258064,0.0024752475247524753,0.0004928663153357519
489,2026-07-31,603816 CH Equity,CNE100002GF7,32265001W,,,,,0.014492753623188406,,0.014285714285714285,,,,,,0.012987012987012988,,,0.00423728813559322,,0.0045871559633027525,,,,,,,,,0.0064516129032258064,0.0024752475247524753,0.0025291244420393047
490,2026-07-31,603893 CH Equity,CNE100003RK2,33774001W,,,,0.01020408163265306,,0.008264462809917356,0.014285714285714285,-0.016129032258064516,,,,,0.012987012987012988,-0.011627906976744186,,0.00423728813559322,,0.0045871559633027525,,,,,0.01282051282051282,0.017857142857142856,,,,0.0024752475247524753,0.002908587152982512
491,2026-07-31,603939 CH Equity,CNE100001TS5,31925501W,,,0.010869565217391304,,,,,-0.016129032258064516,-0.015151515151515152,,,0.024390243902439025,,,,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,0.008771929824561403,,,0.01282051282051282,,,,0.0064516129032258064,,0.0009360489237173478
492,2026-07-31,603979 CH Equity,CNE1000022P2,31999701W,,,0.010869565217391304,0.01020408163265306,,,,,,,,,,,,,,,,,,,,,,,,0.0024752475247524753,0.0008573669854581801
493,2026-07-31,603986 CH Equity,CNE1000030S9,32212201W,0.010101010101010102,0.009900990099009901,0.010869565217391304,0.01020408163265306,,0.008264462809917356,0.014285714285714285,,,,,,,-0.011627906976744186,,,,,,,,,0.01282051282051282,0.017857142857142856,,,,0.0024752475247524753,0.004082660733676964
494,2026-07-31,603993 CH Equity,CNE100001NR0,28453202W,,,,,,,,-0.016129032258064516,-0.015151515151515152,,,,,,,,,,,,,,,,,,,0.0024752475247524753,-0.0014275908483984755
