style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Price Momentum,Valuation,Volatility,MP
373,2026-08-31,601186 CH Equity,CNE1000009T1,28841402W,-0.001633007368593529,,,-0.0017257918781727068,,,-0.0023364566966030493,,,,,,-0.002812401579244411,-0.002812401579244411,,0.0018520693326731488,,,0.000744459241564697,0.0005148124924718582,,0.0023364566966030493,,,,,,-0.002080406647660249,,-0.00023467058754875704
374,2026-08-31,601198 CH Equity,CNE100002177,31928401W,,,,,,0.001309221424820674,,,,,,,0.002812401579244411,-0.002812401579244411,,,,0.003996570665242057,,0.0005148124924718582,,0.0023364566966030493,,,,,,,0.0007481265284689566,0.0002632922954043848
375,2026-08-31,601211 CH Equity,CNE1000022F3,31995701W,0.001633007368593529,,,,,-0.0025740624623592913,,,,,,,0.002812401579244411,0.0014463779550399829,,,,,,0.0005148124924718582,,0.0023364566966030493,,,,,,,,0.00012307003981157998
376,2026-08-31,601212 CH Equity,CNE100002RP3,32355301W,,,,,,,,,,,,,,,,0.0018520693326731488,0.0018520693326731488,,,,,,,,,,,,0.0007481265284689566,0.00011375959540852338
377,2026-08-31,601216 CH Equity,CNE1000010F8,29686701W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
378,2026-08-31,601225 CH Equity,CNE100001T64,31705701W,-0.001633007368593529,,,,-0.0023364566966030493,,,,,,,,,,,,,,,,,,0.0010331271107428448,,,0.008437204737733232,,,-0.001488918483129394,-7.440079444316766e-05
379,2026-08-31,601229 CH Equity,CNE100002FM5,32288601W,,,,,,0.001309221424820674,,,,,,0.0017867021797552728,,,-0.002109301184433308,,,0.003996570665242057,0.000744459241564697,-0.002024929137055976,,,,,,,,,-0.001488918483129394,3.569634293660422e-05
380,2026-08-31,601231 CH Equity,CNE100001BZ8,31164401W,-0.001633007368593529,-0.001581975888324981,,-0.0017257918781727068,,0.001309221424820674,,,,,,,,,0.002109301184433308,0.0018520693326731488,,,0.000744459241564697,0.0005148124924718582,,,-0.0041045860886269785,,,,0.002664380443494705,0.001054650592216654,0.0007481265284689566,-4.441450508516959e-06
381,2026-08-31,601233 CH Equity,CNE1000012X7,29730101W,0.001633007368593529,,-0.0018520693326731488,,,,,,,-0.0018983710659899776,-0.0033015148973738737,,,,,,,,,,,,,,,,,,0.0007481265284689566,-0.0002452365059373837
382,2026-08-31,601288 CH Equity,CNE100000RJ0,26978301W,0.001633007368593529,-0.001581975888324981,,-0.0017257918781727068,-0.0023364566966030493,0.001309221424820674,,,,,,,,,-0.002109301184433308,,,,,0.0005148124924718582,,,,,,,,,,-0.00020094789727129403
383,2026-08-31,601318 CH Equity,CNE000001R84,16070902W,,,,,0.002301055837563609,,,,,,,0.0017867021797552728,0.002812401579244411,0.0014463779550399829,0.002109301184433308,,,0.003996570665242057,0.000744459241564697,0.0005148124924718582,,,,,,,,,,0.00041967236581908634
384,2026-08-31,601319 CH Equity,CNE100003F27,31421406W,,,,,0.002301055837563609,0.001309221424820674,,,,,,0.0017867021797552728,,,0.002109301184433308,,,,0.000744459241564697,0.0005148124924718582,,,,,,,,,,0.00029623129171312993
385,2026-08-31,601328 CH Equity,CNE1000000S2,26746202W,,,,,,,,,,,,-0.003531853146027865,-0.002812401579244411,,-0.002109301184433308,,,-0.003996570665242057,0.000744459241564697,-0.002024929137055976,,,,,,,,,-0.001488918483129394,-0.0003257153577711054
386,2026-08-31,601336 CH Equity,CNE1000019Y0,31039501W,0.001633007368593529,0.0015656668585484349,,0.0017064009581932381,0.002301055837563609,0.001309221424820674,,,,,,0.0017867021797552728,,,,,,,0.000744459241564697,0.0005148124924718582,,,,,,,,,0.0007481265284689566,0.000442359017428316
387,2026-08-31,601360 CH Equity,CNE100002RZ2,18671701W,,,,,,0.001309221424820674,,,,,,,,,-0.002109301184433308,,,,-0.0022010099315825826,-0.002024929137055976,,,-0.0041045860886269785,0.0029205708707538114,0.002711958665699968,,,,,0.0001168823996010168
388,2026-08-31,601377 CH Equity,CNE100000V95,29537901W,-0.001633007368593529,-0.001581975888324981,,-0.0017257918781727068,,,,,,,,,,0.0014463779550399829,,,,,,0.0005148124924718582,,0.0023364566966030493,,,,,,,0.0007481265284689566,-9.420338781504802e-06
389,2026-08-31,601390 CH Equity,CNE100000866,28731101W,-0.001633007368593529,-0.001581975888324981,,-0.0017257918781727068,,,-0.0023364566966030493,,,,,,-0.002812401579244411,,,0.0018520693326731488,0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,0.0023364566966030493,,,,,-0.003037393705583964,,,-0.0001591309580823769
390,2026-08-31,601398 CH Equity,CNE000001P37,27937802W,,,,0.0017064009581932381,,,,,,,,-0.003531853146027865,,,-0.002109301184433308,,,,-0.0022010099315825826,0.0005148124924718582,,,,,,,,,-0.001488918483129394,-0.00013473394828495238
391,2026-08-31,601456 CH Equity,CNE1000041D8,32001602W,,,,,,,,,,,,0.0017867021797552728,0.002812401579244411,-0.002812401579244411,,,,,0.000744459241564697,0.0005148124924718582,,,,,,,,,0.0007481265284689566,8.145628442915385e-05
392,2026-08-31,601555 CH Equity,CNE1000019P8,31039601W,-0.001633007368593529,0.0015656668585484349,,0.0017064009581932381,0.002301055837563609,,,,,,,,,0.0014463779550399829,,,,,,0.0005148124924718582,,0.0023364566966030493,,,,,,,0.0007481265284689566,0.0003619875199553248
393,2026-08-31,601577 CH Equity,CNE100003F50,32832601W,,-0.001581975888324981,,-0.0017257918781727068,0.002301055837563609,0.001309221424820674,,,,,,,,,-0.002109301184433308,,,-0.003996570665242057,0.000744459241564697,0.0005148124924718582,,0.0023364566966030493,,,,,,,,6.03252343177148e-05
394,2026-08-31,601600 CH Equity,CNE1000000T0,14635202W,-0.001633007368593529,-0.001581975888324981,-0.0018520693326731488,-0.0017257918781727068,,,,,0.00253116142131997,0.0018749343861629406,,,,,,,,,,,,,,,,,,,0.0007481265284689566,9.100580691883184e-07
395,2026-08-31,601601 CH Equity,CNE1000008M8,28768601W,0.001633007368593529,-0.001581975888324981,,-0.0017257918781727068,0.002301055837563609,0.001309221424820674,,,,,,0.0017867021797552728,,0.0014463779550399829,0.002109301184433308,,,,0.000744459241564697,0.0005148124924718582,,,,,,,,,,0.00026019760505067866
396,2026-08-31,601607 CH Equity,CNE000000C82,26012601W,,,0.0016688976404307496,-0.0017257918781727068,,,,,,,,0.0017867021797552728,,,,0.0018520693326731488,0.0018520693326731488,0.003996570665242057,,,,,,,,,,0.001054650592216654,0.0007481265284689566,0.0002911222343706032
397,2026-08-31,601615 CH Equity,CNE100003HQ0,33080601W,0.001633007368593529,-0.001581975888324981,,-0.0017257918781727068,0.002301055837563609,,,,,,-0.0033015148973738737,,,-0.002812401579244411,,,-0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,-0.004602111675127218,,,,,,-0.002080406647660249,,-0.00040971695116705074
398,2026-08-31,601618 CH Equity,CNE100000FX6,29267601W,,,,,-0.0023364566966030493,,,,,0.0018749343861629406,0.0034515837563454136,0.0017867021797552728,-0.002812401579244411,0.0014463779550399829,,0.0018520693326731488,,,0.000744459241564697,0.0005148124924718582,,0.0023364566966030493,,,,,,0.001054650592216654,,0.0003311220259756625
399,2026-08-31,601628 CH Equity,CNE000001Q93,25950302W,,0.0015656668585484349,,0.0017064009581932381,,0.001309221424820674,,,,,,0.0017867021797552728,,,0.002109301184433308,,,,0.000744459241564697,0.0005148124924718582,,,,,,,,,-0.001488918483129394,0.00018940150415806334
400,2026-08-31,601658 CH Equity,CNE100003PZ4,32249402W,,-0.001581975888324981,,-0.0017257918781727068,,0.001309221424820674,,,,,,,,,,,,,0.000744459241564697,0.0005148124924718582,,,,,,,,,,-3.2572096762723227e-05
401,2026-08-31,601665 CH Equity,CNE100005154,34857501W,,,,,,,,,,,,,,,-0.002109301184433308,,,,,-0.002024929137055976,,0.0023364566966030493,,,,,,,,-1.3891224636294476e-05
402,2026-08-31,601668 CH Equity,CNE100000F46,29243101W,-0.001633007368593529,0.0015656668585484349,,0.0017064009581932381,-0.0023364566966030493,,-0.0023364566966030493,,,,,0.0017867021797552728,-0.002812401579244411,,,0.0018520693326731488,,,0.000744459241564697,0.0005148124924718582,,0.0023364566966030493,,,,,,,,-4.74170691968429e-05
403,2026-08-31,601669 CH Equity,CNE1000017G1,30319701W,,,,,,,-0.0023364566966030493,,,,,,,0.0014463779550399829,,0.0018520693326731488,0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,,,,,,,-0.001488918483129394,-6.0894688776472835e-06
404,2026-08-31,601688 CH Equity,CNE100000LQ8,29404801W,0.001633007368593529,,,,,-0.0025740624623592913,,,,,,,-0.002812401579244411,,,,,,,0.0005148124924718582,,-0.004602111675127218,,,,,,,0.0007481265284689566,-0.00019020168312807275
405,2026-08-31,601689 CH Equity,CNE1000023J3,31939401W,,0.0015656668585484349,,0.0017064009581932381,0.002301055837563609,,,,0.00253116142131997,0.0018749343861629406,,,,,,,,,,0.0005148124924718582,,,,,,,,,0.0007481265284689566,0.0004952740714083679
406,2026-08-31,601696 CH Equity,CNE100003R64,33709101W,,-0.001581975888324981,,-0.0017257918781727068,,-0.0025740624623592913,,,,,,,-0.002812401579244411,0.0014463779550399829,,,,0.003996570665242057,,0.0005148124924718582,,,,,,,,,0.0007481265284689566,-6.225815076186341e-05
407,2026-08-31,601698 CH Equity,CNE100003PX9,33276601W,,,,,,,,-0.005423917331399936,,,,-0.003531853146027865,,0.0014463779550399829,,,,,,,,-0.004602111675127218,-0.0041045860886269785,,,-0.016874409475466465,,,0.0007481265284689566,-0.0008234509808270995
408,2026-08-31,601699 CH Equity,CNE000001NT7,27871801W,,,0.0016688976404307496,,,,,0.010847834662799871,,,,,,,,-0.0018520693326731488,,,,,,,-0.0041045860886269785,,-0.002761267005076331,-0.016874409475466465,,,0.0007481265284689566,-0.00017965524287161103
409,2026-08-31,601717 CH Equity,CNE100000S58,29504101W,,,,,,,,,,0.0018749343861629406,,0.0017867021797552728,-0.002812401579244411,-0.002812401579244411,0.002109301184433308,,,,0.000744459241564697,0.0005148124924718582,,0.0023364566966030493,,,,,,0.001054650592216654,,0.00022901841926142454
410,2026-08-31,601727 CH Equity,CNE100000D55,27283602W,0.001633007368593529,0.0015656668585484349,,0.0017064009581932381,,,,,,,,0.0017867021797552728,0.002812401579244411,0.0014463779550399829,-0.002109301184433308,,,,0.000744459241564697,0.0005148124924718582,,-0.004602111675127218,,,,,,0.001054650592216654,,0.00013322854876222524
411,2026-08-31,601728 CH Equity,CNE100004QG0,25433805W,,,0.0016688976404307496,,,,-0.0023364566966030493,-0.005423917331399936,,-0.0018983710659899776,,,,0.0014463779550399829,,,,,,,,,0.0010331271107428448,,,0.008437204737733232,,0.001054650592216654,,-5.7941756476035675e-05
412,2026-08-31,601766 CH Equity,CNE100000CP9,28945301W,,,,,-0.0023364566966030493,,,,,-0.0018983710659899776,,0.0017867021797552728,,0.0014463779550399829,,0.0018520693326731488,0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,,0.0029205708707538114,0.002711958665699968,,,0.001054650592216654,,0.00035812701092204687
413,2026-08-31,601777 CH Equity,CNE100000X10,29587201W,,,,,,,,,,,,,0.002812401579244411,0.0014463779550399829,-0.002109301184433308,-0.0018520693326731488,-0.0018520693326731488,,-0.0022010099315825826,0.0005148124924718582,-0.011682283483015246,,,-0.002977836966258788,,,,,-0.001488918483129394,-0.0006840150425425566
414,2026-08-31,601788 CH Equity,CNE100000FD8,29246801W,,,,,-0.0023364566966030493,-0.0025740624623592913,,,,,,,,,,,,0.003996570665242057,,0.0005148124924718582,,-0.004602111675127218,,,,,,,0.0007481265284689566,-0.00025420172398454507
415,2026-08-31,601799 CH Equity,CNE1000011H2,29652801W,0.001633007368593529,0.0015656668585484349,0.0016688976404307496,0.0017064009581932381,,,0.0023364566966030493,,-0.00253116142131997,-0.0018983710659899776,,,-0.002812401579244411,,,,,,0.000744459241564697,0.0005148124924718582,,,,,,,,0.001054650592216654,,0.00015691855208839034
416,2026-08-31,601800 CH Equity,CNE100001FN5,28200502W,,,,-0.0017257918781727068,-0.0023364566966030493,,-0.0023364566966030493,,,,,0.0017867021797552728,-0.002812401579244411,-0.002812401579244411,-0.002109301184433308,0.0018520693326731488,0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,,,,,-0.003037393705583964,-0.002080406647660249,,-0.00046749310592101337
417,2026-08-31,601816 CH Equity,CNE100003RV9,33678201W,,,,,,,,,,0.0018749343861629406,,0.0017867021797552728,,0.0014463779550399829,-0.002109301184433308,,,,-0.0022010099315825826,-0.002024929137055976,,,,,,,,0.001054650592216654,-0.001488918483129394,-2.7943054685160832e-05
418,2026-08-31,601818 CH Equity,CNE100000SL4,26978401W,-0.001633007368593529,,,,-0.0023364566966030493,,,,,,,,,,-0.002109301184433308,,,-0.003996570665242057,,-0.002024929137055976,,,,,,,,,,-0.0004037485674318725
419,2026-08-31,601825 CH Equity,CNE100004QD7,31861901W,,,,,,0.001309221424820674,,,,,,,,,,,,,,0.0005148124924718582,,,,,,,,,,5.6561002134628706e-05
420,2026-08-31,601838 CH Equity,CNE100002SN6,32652701W,-0.001633007368593529,,,,,0.001309221424820674,,,,,,,,,,,,,-0.0022010099315825826,0.0005148124924718582,,0.0023364566966030493,,,,,,,-0.001488918483129394,-2.903668827653984e-05
421,2026-08-31,601857 CH Equity,CNE1000007Q1,13387003W,,,-0.0018520693326731488,,-0.0023364566966030493,,,-0.005423917331399936,,,,,,,,0.0018520693326731488,0.0018520693326731488,,,,,,0.0010331271107428448,,,,,,,-0.00030735189759889146
422,2026-08-31,601868 CH Equity,CNE100004QL0,32082704W,,,,,,,-0.0023364566966030493,,,,-0.0033015148973738737,,,-0.002812401579244411,,0.0018520693326731488,0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,0.0023364566966030493,,,,,0.002664380443494705,-0.002080406647660249,-0.001488918483129394,-0.00022106584823083718
423,2026-08-31,601869 CH Equity,CNE1000036B2,31877303W,0.001633007368593529,0.0015656668585484349,0.0016688976404307496,0.0017064009581932381,,-0.0025740624623592913,,,0.00253116142131997,,,,,,,0.0018520693326731488,0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,-0.0041045860886269785,-0.002977836966258788,-0.002761267005076331,,,,-0.001488918483129394,-0.0002426659794339649
424,2026-08-31,601872 CH Equity,CNE000001PQ8,28153901W,,-0.001581975888324981,,-0.0017257918781727068,,,,-0.005423917331399936,,,,,,,,,,,,,,,0.0010331271107428448,,,,,,,-0.0002824491189654483
425,2026-08-31,601877 CH Equity,CNE100000KD8,29373001W,0.001633007368593529,,,,,,-0.0023364566966030493,,,0.0018749343861629406,0.0034515837563454136,0.0017867021797552728,0.002812401579244411,0.0014463779550399829,,,,,0.000744459241564697,0.0005148124924718582,,-0.004602111675127218,,,,,,0.001054650592216654,0.0007481265284689566,0.00027891613442900513
426,2026-08-31,601878 CH Equity,CNE100002R65,32478801W,-0.001633007368593529,,,,,-0.0025740624623592913,,,,,,,0.002812401579244411,,,,,,,0.0005148124924718582,,-0.004602111675127218,,,,,,,0.0007481265284689566,-0.00020874309841539332
427,2026-08-31,601881 CH Equity,CNE100002FG7,31539405W,,,,,,-0.0025740624623592913,,,,,,0.0017867021797552728,-0.002812401579244411,,,,,,0.000744459241564697,0.0005148124924718582,,,,,,,,,,-6.54366933973833e-05
428,2026-08-31,601888 CH Equity,CNE100000G29,29278401W,,,,,,,,,,,,,-0.002812401579244411,,,-0.0018520693326731488,-0.0018520693326731488,,-0.0022010099315825826,-0.002024929137055976,,,,,,,,,-0.001488918483129394,-0.00029549542114501204
429,2026-08-31,601899 CH Equity,CNE100000B24,25954302W,,,-0.0018520693326731488,,,,,,-0.00253116142131997,,,,,,,,,,,,,,,,,,,,0.0007481265284689566,-0.00013802333219624022
430,2026-08-31,601901 CH Equity,CNE1000015Y8,29838601W,,,,,,-0.0025740624623592913,,,,,,,0.002812401579244411,-0.002812401579244411,,,,,,0.0005148124924718582,,,,,,,,,0.0007481265284689566,-4.691525586683292e-05
431,2026-08-31,601919 CH Equity,CNE100000601,27324002W,-0.001633007368593529,0.0015656668585484349,0.0016688976404307496,0.0017064009581932381,-0.0023364566966030493,,,,,,0.0034515837563454136,-0.003531853146027865,,0.0014463779550399829,,-0.0018520693326731488,-0.0018520693326731488,,,0.0005148124924718582,,0.0023364566966030493,,0.0029205708707538114,0.002711958665699968,,-0.003037393705583964,0.001054650592216654,0.0007481265284689566,0.0005205836860752982
432,2026-08-31,601933 CH Equity,CNE100000XX9,29598701W,,-0.001581975888324981,,,0.002301055837563609,0.001309221424820674,,-0.005423917331399936,,,,,,0.0014463779550399829,0.002109301184433308,,,,0.000744459241564697,0.0005148124924718582,,0.0023364566966030493,,,-0.002761267005076331,,,-0.002080406647660249,0.0007481265284689566,-0.00015254308021872705
433,2026-08-31,601939 CH Equity,CNE100000742,27436402W,0.001633007368593529,,,,-0.0023364566966030493,0.001309221424820674,,,,,,,,,-0.002109301184433308,,,,-0.0022010099315825826,0.0005148124924718582,,,,,,,,,-0.001488918483129394,-0.00020963883313669695
434,2026-08-31,601958 CH Equity,CNE1000009Y1,28865301W,,,,,,,,,-0.00253116142131997,,,,,,,,,,,,,,,,,,,,,-0.00010769267722191459
435,2026-08-31,601985 CH Equity,CNE1000022N7,31983201W,,-0.001581975888324981,0.0016688976404307496,-0.0017257918781727068,,,,-0.005423917331399936,,,,,,0.0014463779550399829,,,,-0.003996570665242057,,0.0005148124924718582,,,0.0010331271107428448,,,,,-0.002080406647660249,,-0.0004006194307945028
436,2026-08-31,601988 CH Equity,CNE000001N05,26746102W,0.001633007368593529,,,,,,,,,,,,,,,,,-0.003996570665242057,0.000744459241564697,0.0005148124924718582,,,,,,,,,-0.001488918483129394,-7.96610269133766e-05
437,2026-08-31,601990 CH Equity,CNE1000031R9,32741601W,,,,,,-0.0025740624623592913,,,,,,,-0.002812401579244411,-0.002812401579244411,,,,,,0.0005148124924718582,,,,,,,,,0.0007481265284689566,-0.0001262540129466057
438,2026-08-31,601991 CH Equity,CNE000001Q02,21350202W,,0.0015656668585484349,,0.0017064009581932381,-0.0023364566966030493,0.001309221424820674,,-0.005423917331399936,,0.0018749343861629406,,,,0.0014463779550399829,,,,,0.000744459241564697,0.0005148124924718582,0.011682283483015246,,0.0010331271107428448,,0.002711958665699968,0.008437204737733232,,0.001054650592216654,,0.0006763814133683297
439,2026-08-31,601995 CH Equity,CNE1000048J0,32067606W,0.001633007368593529,0.0015656668585484349,,0.0017064009581932381,,,,,,,,,,0.0014463779550399829,,,,0.003996570665242057,,0.0005148124924718582,,,,,,,,,,0.00029687176596754176
440,2026-08-31,601998 CH Equity,CNE1000000R4,28445801W,,,,,,0.001309221424820674,,,,,,-0.003531853146027865,,,,,,-0.003996570665242057,0.000744459241564697,0.0005148124924718582,,,,,,,,,-0.001488918483129394,-0.00013478564565673373
441,2026-08-31,603019 CH Equity,CNE100001TW7,31862501W,,,0.0016688976404307496,-0.0017257918781727068,,,0.0023364566966030493,,,,,,,,,0.0018520693326731488,0.0018520693326731488,,,0.0005148124924718582,,,0.0010331271107428448,0.0029205708707538114,0.002711958665699968,,,,,0.0005965232684880968
442,2026-08-31,603083 CH Equity,CNE100002TS3,32590301W,,,,,,,,,,,,,,,,,,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,0.002664380443494705,-0.002080406647660249,0.0007481265284689566,5.707980810856794e-05
443,2026-08-31,603119 CH Equity,CNE100006M74,35806301W,,-0.001581975888324981,,-0.0017257918781727068,,,0.0023364566966030493,,,,0.0034515837563454136,-0.003531853146027865,,,,,,,-0.0022010099315825826,-0.002024929137055976,,,,0.0029205708707538114,0.002711958665699968,,,,,0.000384988030815782
444,2026-08-31,603129 CH Equity,CNE100002W84,32524101W,,0.0015656668585484349,0.0016688976404307496,0.0017064009581932381,,,0.0023364566966030493,,,,,,0.002812401579244411,0.0014463779550399829,0.002109301184433308,,,-0.003996570665242057,0.000744459241564697,0.0005148124924718582,-0.011682283483015246,,,,,,0.002664380443494705,0.001054650592216654,0.0007481265284689566,0.000107108284175392
445,2026-08-31,603160 CH Equity,CNE100002G84,32266101W,,-0.001581975888324981,,-0.0017257918781727068,,0.001309221424820674,0.0023364566966030493,,,,,,,,,-0.0018520693326731488,,,,0.0005148124924718582,,,0.0010331271107428448,0.0029205708707538114,0.002711958665699968,,,0.001054650592216654,-0.001488918483129394,0.0004061841968578772
446,2026-08-31,603179 CH Equity,CNE100002YB9,32373801W,,,0.0016688976404307496,,0.002301055837563609,,,,0.00253116142131997,0.0018749343861629406,,,0.002812401579244411,-0.002812401579244411,,,,,0.000744459241564697,0.0005148124924718582,0.011682283483015246,,,,,,,,0.0007481265284689566,0.000779529053276711
447,2026-08-31,603228 CH Equity,CNE100002FZ7,32325201W,,,,,,,,,0.00253116142131997,0.0018749343861629406,,,,,,0.0018520693326731488,0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,0.0029205708707538114,,,,0.001054650592216654,0.0007481265284689566,0.0006198455565195884
448,2026-08-31,603259 CH Equity,CNE1000031K4,32714001W,0.001633007368593529,,0.0016688976404307496,,,0.001309221424820674,,,,,,,0.002812401579244411,-0.002812401579244411,,,,,,,,,,,,,,,,0.00013927193182809315
449,2026-08-31,603260 CH Equity,CNE100002V10,32572201W,,,,,,,,,,,,,,,,-0.0018520693326731488,-0.0018520693326731488,,,,,,,,,,,,-0.001488918483129394,-0.00014331063719774355
450,2026-08-31,603288 CH Equity,CNE100001SL2,31713601W,0.001633007368593529,0.0015656668585484349,0.0016688976404307496,,,0.001309221424820674,,,,,-0.0033015148973738737,,,,,,,,,0.0005148124924718582,,0.0023364566966030493,,,,,,-0.002080406647660249,-0.001488918483129394,-5.822562982825849e-05
451,2026-08-31,603296 CH Equity,CNE100006M82,35777801W,0.001633007368593529,,0.0016688976404307496,0.0017064009581932381,,0.001309221424820674,,,,,,,,,0.002109301184433308,0.0018520693326731488,,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,-0.003037393705583964,,,0.0002833763815970509
452,2026-08-31,603298 CH Equity,CNE100002FY0,32317601W,,,,,-0.0023364566966030493,,,,,,,0.0017867021797552728,-0.002812401579244411,,0.002109301184433308,,,,0.000744459241564697,0.0005148124924718582,,,,0.0029205708707538114,0.002711958665699968,,,,0.0007481265284689566,0.00030869939428934944
453,2026-08-31,603308 CH Equity,CNE100001SN8,31699001W,,0.0015656668585484349,,,,,-0.0023364566966030493,,,,,-0.003531853146027865,,-0.002812401579244411,-0.002109301184433308,0.0018520693326731488,0.0018520693326731488,,-0.0022010099315825826,-0.002024929137055976,,,,,,,,-0.002080406647660249,0.0007481265284689566,-0.0002798853705260127
454,2026-08-31,603338 CH Equity,CNE1000023M7,31944801W,,,,,-0.0023364566966030493,,,,,,,,,,,,,,-0.0022010099315825826,-0.002024929137055976,,,,,,,,0.001054650592216654,0.0007481265284689566,-0.00018567247517073477
455,2026-08-31,603345 CH Equity,CNE100002YQ7,32356401W,0.001633007368593529,,,,0.002301055837563609,,,,,-0.0018983710659899776,-0.0033015148973738737,,,0.0014463779550399829,,,,,0.000744459241564697,0.0005148124924718582,,0.0023364566966030493,,,-0.002761267005076331,,,0.001054650592216654,,-5.6872020114564555e-05
456,2026-08-31,603369 CH Equity,CNE100001TH8,31795301W,,,,,-0.0023364566966030493,0.001309221424820674,,-0.005423917331399936,-0.00253116142131997,,,-0.003531853146027865,,-0.002812401579244411,-0.002109301184433308,,,-0.003996570665242057,-0.0022010099315825826,-0.002024929137055976,,-0.004602111675127218,,,,,,,-0.001488918483129394,-0.0010031621774304164
457,2026-08-31,603486 CH Equity,CNE1000031N8,32732601W,,,,,-0.0023364566966030493,,,,,,,,-0.002812401579244411,,0.002109301184433308,-0.0018520693326731488,-0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,-0.011682283483015246,,,,,,-0.003037393705583964,0.001054650592216654,,-0.0005495062904873095
458,2026-08-31,603501 CH Equity,CNE100002XM8,32414701W,-0.001633007368593529,,,,,0.001309221424820674,,,-0.00253116142131997,-0.0018983710659899776,,,,,,-0.0018520693326731488,-0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,-0.003037393705583964,0.001054650592216654,,-0.00022637599226043057
459,2026-08-31,603568 CH Equity,CNE1000023N5,31977701W,,,,,,,,,,0.0018749343861629406,0.0034515837563454136,-0.003531853146027865,-0.002812401579244411,0.0014463779550399829,-0.002109301184433308,,,,-0.0022010099315825826,-0.002024929137055976,,,,0.0029205708707538114,0.002711958665699968,,-0.003037393705583964,0.001054650592216654,-0.001488918483129394,0.00035397197785925203
460,2026-08-31,603605 CH Equity,CNE100002TP9,32595101W,,,,,,,,,,,0.0034515837563454136,0.0017867021797552728,,,0.002109301184433308,,,,0.000744459241564697,0.0005148124924718582,,0.0023364566966030493,,,0.002711958665699968,,,0.001054650592216654,0.0007481265284689566,0.0006394958210373824
461,2026-08-31,603606 CH Equity,CNE100001T23,31851701W,,,,,,,,,,-0.0018983710659899776,,,-0.002812401579244411,,0.002109301184433308,-0.0018520693326731488,,,0.000744459241564697,0.0005148124924718582,,-0.004602111675127218,,,,,-0.003037393705583964,,-0.001488918483129394,-0.00037870758019438005
462,2026-08-31,603659 CH Equity,CNE100002TX3,32579001W,,,,,0.002301055837563609,,,,0.00253116142131997,0.0018749343861629406,,,,,,,,,,,,,,,,,,,,0.00034398967588059385
463,2026-08-31,603799 CH Equity,CNE100001VW3,31912901W,0.001633007368593529,0.0015656668585484349,-0.0018520693326731488,0.0017064009581932381,,,,,,0.0018749343861629406,-0.0033015148973738737,-0.003531853146027865,,-0.002812401579244411,,,,,0.000744459241564697,0.0005148124924718582,,-0.004602111675127218,,-0.002977836966258788,-0.002761267005076331,,-0.003037393705583964,,,-0.000681468378603326
464,2026-08-31,603806 CH Equity,CNE100001VX1,31833601W,,,,,,,,,,-0.0018983710659899776,,,,,,,,,0.000744459241564697,0.0005148124924718582,,,-0.0041045860886269785,,,,,0.001054650592216654,0.0007481265284689566,-0.00011506590222150443
465,2026-08-31,603893 CH Equity,CNE100003RK2,33774001W,,,,,,0.001309221424820674,0.0023364566966030493,,-0.00253116142131997,-0.0018983710659899776,,,,,0.002109301184433308,-0.0018520693326731488,,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,0.0029205708707538114,0.002711958665699968,,,,-0.001488918483129394,0.0003304657112117595
466,2026-08-31,603939 CH Equity,CNE100001TS5,31925501W,0.001633007368593529,0.0015656668585484349,,,,,,0.010847834662799871,-0.00253116142131997,-0.0018983710659899776,,0.0017867021797552728,,0.0014463779550399829,,,,0.003996570665242057,0.000744459241564697,0.0005148124924718582,,,,,0.002711958665699968,,,0.001054650592216654,0.0007481265284689566,0.0007867494917367144
467,2026-08-31,603979 CH Equity,CNE1000022P2,31999701W,,,,-0.0017257918781727068,-0.0023364566966030493,,,,,,,,,,,,,,,,,,,,,,,,0.0007481265284689566,-0.0001862839515661983
